date_of_trip,Member type,count
2014-12-29,Casual,1175
2014-12-29,Member,3967
2014-12-30,Casual,801
2014-12-30,Member,4361
2014-12-31,Casual,549
2014-12-31,Member,3660
2015-01-01,Casual,559
2015-01-01,Member,2019
2015-01-02,Casual,938
2015-01-02,Member,4170
2015-01-03,Casual,217
2015-01-03,Member,1486
2015-01-04,Casual,502
2015-01-04,Member,3156
2015-01-05,Casual,293
2015-01-05,Member,4929
2015-01-06,Casual,45
2015-01-06,Member,2015
2015-01-07,Casual,65
2015-01-07,Member,2970
2015-01-08,Casual,40
2015-01-08,Member,2912
2015-01-09,Casual,87
2015-01-09,Member,4127
2015-01-10,Casual,159
2015-01-10,Member,2514
2015-01-11,Casual,363
2015-01-11,Member,3088
2015-01-12,Casual,83
2015-01-12,Member,2072
2015-01-13,Casual,246
2015-01-13,Member,5227
2015-01-14,Casual,205
2015-01-14,Member,4350
2015-01-15,Casual,272
2015-01-15,Member,5502
2015-01-16,Casual,263
2015-01-16,Member,5420
2015-01-17,Casual,693
2015-01-17,Member,3524
2015-01-18,Casual,277
2015-01-18,Member,2246
2015-01-19,Casual,618
2015-01-19,Member,4016
2015-01-20,Casual,202
2015-01-20,Member,6061
2015-01-21,Casual,121
2015-01-21,Member,5229
2015-01-22,Casual,309
2015-01-22,Member,6060
2015-01-23,Casual,268
2015-01-23,Member,4465
2015-01-24,Casual,231
2015-01-24,Member,3241
2015-01-25,Casual,657
2015-01-25,Member,4502
2015-01-26,Casual,34
2015-01-26,Member,2395
2015-01-27,Casual,72
2015-01-27,Member,3995
2015-01-28,Casual,103
2015-01-28,Member,4991
2015-01-29,Casual,95
2015-01-29,Member,4533
2015-01-30,Casual,131
2015-01-30,Member,4717
2015-01-31,Casual,321
2015-01-31,Member,3010
2015-02-01,Casual,269
2015-02-01,Member,3318
2015-02-02,Casual,54
2015-02-02,Member,3827
2015-02-03,Casual,6
2015-02-03,Member,5111
2015-02-04,Casual,39
2015-02-04,Member,6035
2015-02-05,Casual,153
2015-02-05,Member,4833
2015-02-06,Casual,176
2015-02-06,Member,4751
2015-02-07,Casual,737
2015-02-07,Member,4188
2015-02-08,Casual,1554
2015-02-08,Member,5093
2015-02-09,Casual,164
2015-02-09,Member,4775
2015-02-10,Casual,204
2015-02-10,Member,5463
2015-02-11,Casual,416
2015-02-11,Member,6176
2015-02-12,Casual,223
2015-02-12,Member,5216
2015-02-13,Casual,165
2015-02-13,Member,3845
2015-02-14,Casual,481
2015-02-14,Member,2452
2015-02-15,Casual,71
2015-02-15,Member,970
2015-02-16,Casual,96
2015-02-16,Member,1219
2015-02-17,Casual,35
2015-02-17,Member,1143
2015-02-18,Casual,43
2015-02-18,Member,3100
2015-02-19,Casual,57
2015-02-19,Member,2625
2015-02-20,Casual,61
2015-02-20,Member,2423
2015-02-21,Casual,22
2015-02-21,Member,719
2015-02-22,Casual,141
2015-02-22,Member,1848
2015-02-23,Casual,79
2015-02-23,Member,3518
2015-02-24,Casual,59
2015-02-24,Member,3812
2015-02-25,Casual,118
2015-02-25,Member,4832
2015-02-26,Casual,103
2015-02-26,Member,3372
2015-02-27,Casual,186
2015-02-27,Member,4454
2015-02-28,Casual,396
2015-02-28,Member,2826
2015-03-01,Casual,48
2015-03-01,Member,720
2015-03-02,Casual,170
2015-03-02,Member,3897
2015-03-03,Casual,155
2015-03-03,Member,3676
2015-03-04,Casual,112
2015-03-04,Member,4029
2015-03-05,Casual,29
2015-03-05,Member,509
2015-03-06,Casual,73
2015-03-06,Member,1855
2015-03-07,Casual,352
2015-03-07,Member,2830
2015-03-08,Casual,1273
2015-03-08,Member,4075
2015-03-09,Casual,1301
2015-03-09,Member,6641
2015-03-10,Casual,362
2015-03-10,Member,3579
2015-03-11,Casual,994
2015-03-11,Member,6706
2015-03-12,Casual,1709
2015-03-12,Member,7290
2015-03-13,Casual,1352
2015-03-13,Member,6556
2015-03-14,Casual,758
2015-03-14,Member,2789
2015-03-15,Casual,1929
2015-03-15,Member,4487
2015-03-16,Casual,1574
2015-03-16,Member,7207
2015-03-17,Casual,1414
2015-03-17,Member,7613
2015-03-18,Casual,772
2015-03-18,Member,6610
2015-03-19,Casual,1137
2015-03-19,Member,6907
2015-03-20,Casual,145
2015-03-20,Member,2760
2015-03-21,Casual,3227
2015-03-21,Member,5816
2015-03-22,Casual,2639
2015-03-22,Member,5314
2015-03-23,Casual,1403
2015-03-23,Member,6564
2015-03-24,Casual,956
2015-03-24,Member,6773
2015-03-25,Casual,663
2015-03-25,Member,6760
2015-03-26,Casual,1156
2015-03-26,Member,7380
2015-03-27,Casual,834
2015-03-27,Member,5168
2015-03-28,Casual,854
2015-03-28,Member,3719
2015-03-29,Casual,1606
2015-03-29,Member,4066
2015-03-30,Casual,1543
2015-03-30,Member,7409
2015-03-31,Casual,1232
2015-03-31,Member,6779
2015-04-01,Casual,1780
2015-04-01,Member,8097
2015-04-02,Casual,2608
2015-04-02,Member,8668
2015-04-03,Casual,1177
2015-04-03,Member,5251
2015-04-04,Casual,5102
2015-04-04,Member,5336
2015-04-05,Casual,5228
2015-04-05,Member,4959
2015-04-06,Casual,3617
2015-04-06,Member,9023
2015-04-07,Casual,2498
2015-04-07,Member,8619
2015-04-08,Casual,993
2015-04-08,Member,6448
2015-04-09,Casual,1053
2015-04-09,Member,6775
2015-04-10,Casual,2200
2015-04-10,Member,7198
2015-04-11,Casual,8614
2015-04-11,Member,8132
2015-04-12,Casual,7838
2015-04-12,Member,7914
2015-04-13,Casual,3186
2015-04-13,Member,9510
2015-04-14,Casual,293
2015-04-14,Member,3532
2015-04-15,Casual,1886
2015-04-15,Member,9243
2015-04-16,Casual,2012
2015-04-16,Member,9679
2015-04-17,Casual,3141
2015-04-17,Member,9409
2015-04-18,Casual,7748
2015-04-18,Member,8260
2015-04-19,Casual,4436
2015-04-19,Member,5819
2015-04-20,Casual,1769
2015-04-20,Member,7299
2015-04-21,Casual,2050
2015-04-21,Member,9594
2015-04-22,Casual,1513
2015-04-22,Member,9032
2015-04-23,Casual,1611
2015-04-23,Member,8496
2015-04-24,Casual,2199
2015-04-24,Member,8177
2015-04-25,Casual,2684
2015-04-25,Member,4508
2015-04-26,Casual,4014
2015-04-26,Member,6323
2015-04-27,Casual,1221
2015-04-27,Member,7648
2015-04-28,Casual,1688
2015-04-28,Member,9311
2015-04-29,Casual,1939
2015-04-29,Member,9725
2015-04-30,Casual,1511
2015-04-30,Member,8746
2015-05-01,Casual,1778
2015-05-01,Member,8578
2015-05-02,Casual,5110
2015-05-02,Member,7469
2015-05-03,Casual,4986
2015-05-03,Member,7120
2015-05-04,Casual,2609
2015-05-04,Member,9383
2015-05-05,Casual,1785
2015-05-05,Member,9315
2015-05-06,Casual,1825
2015-05-06,Member,9664
2015-05-07,Casual,2131
2015-05-07,Member,10191
2015-05-08,Casual,2925
2015-05-08,Member,10506
2015-05-09,Casual,5134
2015-05-09,Member,7717
2015-05-10,Casual,4545
2015-05-10,Member,6555
2015-05-11,Casual,2530
2015-05-11,Member,9609
2015-05-12,Casual,2265
2015-05-12,Member,9802
2015-05-13,Casual,1763
2015-05-13,Member,10017
2015-05-14,Casual,2546
2015-05-14,Member,10071
2015-05-15,Casual,3365
2015-05-15,Member,10286
2015-05-16,Casual,4454
2015-05-16,Member,6754
2015-05-17,Casual,3966
2015-05-17,Member,6976
2015-05-18,Casual,2358
2015-05-18,Member,8087
2015-05-19,Casual,2182
2015-05-19,Member,9886
2015-05-20,Casual,2521
2015-05-20,Member,10465
2015-05-21,Casual,517
2015-05-21,Member,6466
2015-05-22,Casual,3183
2015-05-22,Member,9348
2015-05-23,Casual,6652
2015-05-23,Member,6068
2015-05-24,Casual,7787
2015-05-24,Member,5792
2015-05-25,Casual,5870
2015-05-25,Member,6139
2015-05-26,Casual,2263
2015-05-26,Member,9091
2015-05-27,Casual,1676
2015-05-27,Member,9799
2015-05-28,Casual,2100
2015-05-28,Member,9538
2015-05-29,Casual,2417
2015-05-29,Member,9650
2015-05-30,Casual,5062
2015-05-30,Member,7610
2015-05-31,Casual,4046
2015-05-31,Member,6882
2015-06-01,Casual,1498
2015-06-01,Member,6608
2015-06-02,Casual,901
2015-06-02,Member,7154
2015-06-03,Casual,1121
2015-06-03,Member,8761
2015-06-04,Casual,847
2015-06-04,Member,5513
2015-06-05,Casual,2074
2015-06-05,Member,9008
2015-06-06,Casual,4674
2015-06-06,Member,8011
2015-06-07,Casual,4543
2015-06-07,Member,7132
2015-06-08,Casual,1838
2015-06-08,Member,8129
2015-06-09,Casual,1856
2015-06-09,Member,9916
2015-06-10,Casual,1572
2015-06-10,Member,10018
2015-06-11,Casual,2033
2015-06-11,Member,9821
2015-06-12,Casual,2109
2015-06-12,Member,8763
2015-06-13,Casual,4436
2015-06-13,Member,7332
2015-06-14,Casual,3265
2015-06-14,Member,6250
2015-06-15,Casual,1919
2015-06-15,Member,8068
2015-06-16,Casual,1866
2015-06-16,Member,9634
2015-06-17,Casual,1837
2015-06-17,Member,9338
2015-06-18,Casual,1530
2015-06-18,Member,8465
2015-06-19,Casual,2463
2015-06-19,Member,9561
2015-06-20,Casual,3448
2015-06-20,Member,5870
2015-06-21,Casual,2264
2015-06-21,Member,6520
2015-06-22,Casual,2191
2015-06-22,Member,9072
2015-06-23,Casual,1286
2015-06-23,Member,7904
2015-06-24,Casual,2212
2015-06-24,Member,10378
2015-06-25,Casual,2099
2015-06-25,Member,9032
2015-06-26,Casual,2963
2015-06-26,Member,10079
2015-06-27,Casual,683
2015-06-27,Member,2622
2015-06-28,Casual,4273
2015-06-28,Member,7348
2015-06-29,Casual,2713
2015-06-29,Member,9492
2015-06-30,Casual,2136
2015-06-30,Member,9844
2015-07-01,Casual,2308
2015-07-01,Member,8915
2015-07-02,Casual,2488
2015-07-02,Member,8769
2015-07-03,Casual,6429
2015-07-03,Member,6362
2015-07-04,Casual,5755
2015-07-04,Member,4533
2015-07-05,Casual,6211
2015-07-05,Member,5988
2015-07-06,Casual,2614
2015-07-06,Member,8288
2015-07-07,Casual,2393
2015-07-07,Member,9830
2015-07-08,Casual,1683
2015-07-08,Member,7812
2015-07-09,Casual,1916
2015-07-09,Member,9129
2015-07-10,Casual,3072
2015-07-10,Member,9941
2015-07-11,Casual,4847
2015-07-11,Member,7573
2015-07-12,Casual,4314
2015-07-12,Member,7397
2015-07-13,Casual,1864
2015-07-13,Member,8360
2015-07-14,Casual,1975
2015-07-14,Member,9616
2015-07-15,Casual,2039
2015-07-15,Member,10049
2015-07-16,Casual,2516
2015-07-16,Member,10741
2015-07-17,Casual,2977
2015-07-17,Member,9650
2015-07-18,Casual,4426
2015-07-18,Member,6670
2015-07-19,Casual,4155
2015-07-19,Member,5993
2015-07-20,Casual,2318
2015-07-20,Member,8538
2015-07-21,Casual,2246
2015-07-21,Member,9565
2015-07-22,Casual,2468
2015-07-22,Member,10466
2015-07-23,Casual,2575
2015-07-23,Member,10417
2015-07-24,Casual,3280
2015-07-24,Member,10059
2015-07-25,Casual,5807
2015-07-25,Member,7095
2015-07-26,Casual,4682
2015-07-26,Member,6632
2015-07-27,Casual,2482
2015-07-27,Member,8437
2015-07-28,Casual,2528
2015-07-28,Member,9448
2015-07-29,Casual,2428
2015-07-29,Member,9742
2015-07-30,Casual,1803
2015-07-30,Member,9005
2015-07-31,Casual,2751
2015-07-31,Member,9645
2015-08-01,Casual,4940
2015-08-01,Member,7103
2015-08-02,Casual,4550
2015-08-02,Member,6897
2015-08-03,Casual,2714
2015-08-03,Member,9371
2015-08-04,Casual,2212
2015-08-04,Member,9414
2015-08-05,Casual,2408
2015-08-05,Member,10093
2015-08-06,Casual,2565
2015-08-06,Member,10052
2015-08-07,Casual,2827
2015-08-07,Member,9354
2015-08-08,Casual,5843
2015-08-08,Member,7127
2015-08-09,Casual,4923
2015-08-09,Member,6728
2015-08-10,Casual,2362
2015-08-10,Member,8132
2015-08-11,Casual,2065
2015-08-11,Member,9277
2015-08-12,Casual,2304
2015-08-12,Member,10181
2015-08-13,Casual,2344
2015-08-13,Member,10091
2015-08-14,Casual,2972
2015-08-14,Member,9577
2015-08-15,Casual,5261
2015-08-15,Member,6821
2015-08-16,Casual,3872
2015-08-16,Member,6320
2015-08-17,Casual,2135
2015-08-17,Member,8836
2015-08-18,Casual,2098
2015-08-18,Member,9497
2015-08-19,Casual,1985
2015-08-19,Member,9981
2015-08-20,Casual,1823
2015-08-20,Member,8369
2015-08-21,Casual,3064
2015-08-21,Member,9838
2015-08-22,Casual,4995
2015-08-22,Member,7344
2015-08-23,Casual,4119
2015-08-23,Member,6862
2015-08-24,Casual,1963
2015-08-24,Member,8320
2015-08-25,Casual,2220
2015-08-25,Member,10452
2015-08-26,Casual,1933
2015-08-26,Member,10397
2015-08-27,Casual,2022
2015-08-27,Member,10384
2015-08-28,Casual,2440
2015-08-28,Member,9770
2015-08-29,Casual,4426
2015-08-29,Member,7100
2015-08-30,Casual,3512
2015-08-30,Member,6676
2015-08-31,Casual,1716
2015-08-31,Member,9336
2015-09-01,Casual,1504
2015-09-01,Member,10018
2015-09-02,Casual,1545
2015-09-02,Member,9833
2015-09-03,Casual,1670
2015-09-03,Member,9461
2015-09-04,Casual,2187
2015-09-04,Member,8863
2015-09-05,Casual,5260
2015-09-05,Member,5607
2015-09-06,Casual,6970
2015-09-06,Member,5430
2015-09-07,Casual,4295
2015-09-07,Member,6056
2015-09-08,Casual,1381
2015-09-08,Member,9584
2015-09-09,Casual,1352
2015-09-09,Member,9713
2015-09-10,Casual,1078
2015-09-10,Member,9278
2015-09-11,Casual,2085
2015-09-11,Member,10082
2015-09-12,Casual,1417
2015-09-12,Member,5248
2015-09-13,Casual,3127
2015-09-13,Member,7270
2015-09-14,Casual,1592
2015-09-14,Member,9564
2015-09-15,Casual,1540
2015-09-15,Member,10403
2015-09-16,Casual,1485
2015-09-16,Member,10453
2015-09-17,Casual,1561
2015-09-17,Member,10388
2015-09-18,Casual,1809
2015-09-18,Member,10147
2015-09-19,Casual,3971
2015-09-19,Member,7609
2015-09-20,Casual,3604
2015-09-20,Member,7394
2015-09-21,Casual,1314
2015-09-21,Member,6502
2015-09-22,Casual,1783
2015-09-22,Member,10169
2015-09-23,Casual,2339
2015-09-23,Member,10434
2015-09-24,Casual,2320
2015-09-24,Member,10194
2015-09-25,Casual,1814
2015-09-25,Member,9589
2015-09-26,Casual,3509
2015-09-26,Member,7529
2015-09-27,Casual,2892
2015-09-27,Member,7087
2015-09-28,Casual,1569
2015-09-28,Member,9736
2015-09-29,Casual,930
2015-09-29,Member,6310
2015-09-30,Casual,1047
2015-09-30,Member,9137
2015-10-01,Casual,224
2015-10-01,Member,4575
2015-10-02,Casual,104
2015-10-02,Member,1975
2015-10-03,Casual,598
2015-10-03,Member,3452
2015-10-04,Casual,1311
2015-10-04,Member,5313
2015-10-05,Casual,1234
2015-10-05,Member,9211
2015-10-06,Casual,1203
2015-10-06,Member,10348
2015-10-07,Casual,1181
2015-10-07,Member,10553
2015-10-08,Casual,1474
2015-10-08,Member,10237
2015-10-09,Casual,1829
2015-10-09,Member,8672
2015-10-10,Casual,3800
2015-10-10,Member,6469
2015-10-11,Casual,4380
2015-10-11,Member,6111
2015-10-12,Casual,2889
2015-10-12,Member,7606
2015-10-13,Casual,1294
2015-10-13,Member,9509
2015-10-14,Casual,1214
2015-10-14,Member,10192
2015-10-15,Casual,1654
2015-10-15,Member,9852
2015-10-16,Casual,1874
2015-10-16,Member,9389
2015-10-17,Casual,2861
2015-10-17,Member,5921
2015-10-18,Casual,1788
2015-10-18,Member,5190
2015-10-19,Casual,913
2015-10-19,Member,8161
2015-10-20,Casual,933
2015-10-20,Member,9103
2015-10-21,Casual,1056
2015-10-21,Member,9622
2015-10-22,Casual,1643
2015-10-22,Member,9644
2015-10-23,Casual,2136
2015-10-23,Member,9334
2015-10-24,Casual,3434
2015-10-24,Member,6296
2015-10-25,Casual,2654
2015-10-25,Member,5933
2015-10-26,Casual,1434
2015-10-26,Member,8539
2015-10-27,Casual,939
2015-10-27,Member,8858
2015-10-28,Casual,201
2015-10-28,Member,4978
2015-10-29,Casual,1142
2015-10-29,Member,9490
2015-10-30,Casual,1125
2015-10-30,Member,8575
2015-10-31,Casual,2425
2015-10-31,Member,6296
2015-11-01,Casual,1897
2015-11-01,Member,5314
2015-11-02,Casual,1051
2015-11-02,Member,8395
2015-11-03,Casual,985
2015-11-03,Member,9523
2015-11-04,Casual,1092
2015-11-04,Member,9730
2015-11-05,Casual,1073
2015-11-05,Member,9480
2015-11-06,Casual,2155
2015-11-06,Member,9454
2015-11-07,Casual,1148
2015-11-07,Member,4462
2015-11-08,Casual,2790
2015-11-08,Member,6204
2015-11-09,Casual,564
2015-11-09,Member,6151
2015-11-10,Casual,248
2015-11-10,Member,5525
2015-11-11,Casual,945
2015-11-11,Member,7956
2015-11-12,Casual,543
2015-11-12,Member,7933
2015-11-13,Casual,928
2015-11-13,Member,8334
2015-11-14,Casual,1823
2015-11-14,Member,5348
2015-11-15,Casual,1932
2015-11-15,Member,5509
2015-11-16,Casual,757
2015-11-16,Member,8399
2015-11-17,Casual,652
2015-11-17,Member,8574
2015-11-18,Casual,752
2015-11-18,Member,9016
2015-11-19,Casual,258
2015-11-19,Member,5997
2015-11-20,Casual,947
2015-11-20,Member,8150
2015-11-21,Casual,1867
2015-11-21,Member,5432
2015-11-22,Casual,819
2015-11-22,Member,4129
2015-11-23,Casual,313
2015-11-23,Member,6288
2015-11-24,Casual,506
2015-11-24,Member,6994
2015-11-25,Casual,696
2015-11-25,Member,6168
2015-11-26,Casual,1366
2015-11-26,Member,2028
2015-11-27,Casual,2857
2015-11-27,Member,3383
2015-11-28,Casual,2824
2015-11-28,Member,3594
2015-11-29,Casual,343
2015-11-29,Member,2534
2015-11-30,Casual,114
2015-11-30,Member,4046
2015-12-01,Casual,73
2015-12-01,Member,3881
2015-12-02,Casual,160
2015-12-02,Member,5580
2015-12-03,Casual,308
2015-12-03,Member,7661
2015-12-04,Casual,478
2015-12-04,Member,7462
2015-12-05,Casual,1461
2015-12-05,Member,5625
2015-12-06,Casual,1104
2015-12-06,Member,4876
2015-12-07,Casual,559
2015-12-07,Member,7369
2015-12-08,Casual,483
2015-12-08,Member,7975
2015-12-09,Casual,301
2015-12-09,Member,7681
2015-12-10,Casual,561
2015-12-10,Member,8124
2015-12-11,Casual,797
2015-12-11,Member,7925
2015-12-12,Casual,2300
2015-12-12,Member,6420
2015-12-13,Casual,1933
2015-12-13,Member,6101
2015-12-14,Casual,545
2015-12-14,Member,6100
2015-12-15,Casual,526
2015-12-15,Member,8277
2015-12-16,Casual,595
2015-12-16,Member,8030
2015-12-17,Casual,135
2015-12-17,Member,4418
2015-12-18,Casual,344
2015-12-18,Member,6354
2015-12-19,Casual,532
2015-12-19,Member,3747
2015-12-20,Casual,574
2015-12-20,Member,3645
2015-12-21,Casual,591
2015-12-21,Member,6084
2015-12-22,Casual,396
2015-12-22,Member,4538
2015-12-23,Casual,101
2015-12-23,Member,2162
2015-12-24,Casual,465
2015-12-24,Member,2331
2015-12-25,Casual,730
2015-12-25,Member,772
2015-12-26,Casual,1029
2015-12-26,Member,1673
2015-12-27,Casual,2249
2015-12-27,Member,2374
2015-12-28,Casual,838
2015-12-28,Member,3621
2015-12-29,Casual,1004
2015-12-29,Member,4249
2015-12-30,Casual,1038
2015-12-30,Member,4237
2015-12-31,Casual,1291
2015-12-31,Member,4564
2016-01-01,Casual,999
2016-01-01,Member,2221
2016-01-02,Casual,1522
2016-01-02,Member,3399
2016-01-03,Casual,1242
2016-01-03,Member,3723
2016-01-04,Casual,274
2016-01-04,Member,4859
2016-01-05,Casual,249
2016-01-05,Member,4601
2016-01-06,Casual,253
2016-01-06,Member,5459
2016-01-07,Casual,371
2016-01-07,Member,6221
2016-01-08,Casual,347
2016-01-08,Member,5806
2016-01-09,Casual,765
2016-01-09,Member,4549
2016-01-10,Casual,956
2016-01-10,Member,4707
2016-01-11,Casual,428
2016-01-11,Member,5866
2016-01-12,Casual,387
2016-01-12,Member,6103
2016-01-13,Casual,271
2016-01-13,Member,5349
2016-01-14,Casual,478
2016-01-14,Member,6686
2016-01-15,Casual,506
2016-01-15,Member,5477
2016-01-16,Casual,1436
2016-01-16,Member,4472
2016-01-17,Casual,606
2016-01-17,Member,2794
2016-01-18,Casual,142
2016-01-18,Member,2357
2016-01-19,Casual,57
2016-01-19,Member,3855
2016-01-20,Casual,64
2016-01-20,Member,4257
2016-01-21,Casual,71
2016-01-21,Member,4157
2016-01-22,Casual,62
2016-01-22,Member,2923
2016-01-27,Casual,3
2016-01-27,Member,525
2016-01-28,Casual,38
2016-01-28,Member,1984
2016-01-29,Casual,94
2016-01-29,Member,2848
2016-01-30,Casual,321
2016-01-30,Member,2501
2016-01-31,Casual,477
2016-01-31,Member,3134
2016-02-01,Casual,190
2016-02-01,Member,4414
2016-02-02,Casual,227
2016-02-02,Member,6357
2016-02-03,Casual,72
2016-02-03,Member,4171
2016-02-04,Casual,301
2016-02-04,Member,6390
2016-02-05,Casual,382
2016-02-05,Member,5440
2016-02-06,Casual,788
2016-02-06,Member,4254
2016-02-07,Casual,671
2016-02-07,Member,3993
2016-02-08,Casual,266
2016-02-08,Member,5728
2016-02-09,Casual,111
2016-02-09,Member,3942
2016-02-10,Casual,184
2016-02-10,Member,5309
2016-02-11,Casual,91
2016-02-11,Member,4155
2016-02-12,Casual,172
2016-02-12,Member,4191
2016-02-13,Casual,118
2016-02-13,Member,1417
2016-02-14,Casual,225
2016-02-14,Member,1626
2016-02-15,Casual,24
2016-02-15,Member,477
2016-02-16,Casual,83
2016-02-16,Member,3155
2016-02-17,Casual,241
2016-02-17,Member,5856
2016-02-18,Casual,217
2016-02-18,Member,5605
2016-02-19,Casual,289
2016-02-19,Member,5344
2016-02-20,Casual,2651
2016-02-20,Member,5594
2016-02-21,Casual,733
2016-02-21,Member,3521
2016-02-22,Casual,522
2016-02-22,Member,6626
2016-02-23,Casual,57
2016-02-23,Member,2528
2016-02-24,Casual,67
2016-02-24,Member,3212
2016-02-25,Casual,169
2016-02-25,Member,6161
2016-02-26,Casual,146
2016-02-26,Member,5199
2016-02-27,Casual,982
2016-02-27,Member,4450
2016-02-28,Casual,2792
2016-02-28,Member,5940
2016-02-29,Casual,647
2016-02-29,Member,7181
2016-03-01,Casual,686
2016-03-01,Member,7902
2016-03-02,Casual,210
2016-03-02,Member,5708
2016-03-03,Casual,251
2016-03-03,Member,5651
2016-03-04,Casual,273
2016-03-04,Member,5072
2016-03-05,Casual,1109
2016-03-05,Member,4225
2016-03-06,Casual,1539
2016-03-06,Member,4360
2016-03-07,Casual,1479
2016-03-07,Member,7524
2016-03-08,Casual,1670
2016-03-08,Member,8888
2016-03-09,Casual,1925
2016-03-09,Member,9289
2016-03-10,Casual,1910
2016-03-10,Member,9044
2016-03-11,Casual,2290
2016-03-11,Member,8929
2016-03-12,Casual,3962
2016-03-12,Member,6466
2016-03-13,Casual,1426
2016-03-13,Member,3768
2016-03-14,Casual,870
2016-03-14,Member,6801
2016-03-15,Casual,1015
2016-03-15,Member,7543
2016-03-16,Casual,3953
2016-03-16,Member,9403
2016-03-17,Casual,1786
2016-03-17,Member,8887
2016-03-18,Casual,2561
2016-03-18,Member,8868
2016-03-19,Casual,496
2016-03-19,Member,2731
2016-03-20,Casual,763
2016-03-20,Member,3769
2016-03-21,Casual,838
2016-03-21,Member,6742
2016-03-22,Casual,1410
2016-03-22,Member,8353
2016-03-23,Casual,2380
2016-03-23,Member,9960
2016-03-24,Casual,3139
2016-03-24,Member,10224
2016-03-25,Casual,3274
2016-03-25,Member,8938
2016-03-26,Casual,7027
2016-03-26,Member,7089
2016-03-27,Casual,3745
2016-03-27,Member,4819
2016-03-28,Casual,1485
2016-03-28,Member,6945
2016-03-29,Casual,1658
2016-03-29,Member,8563
2016-03-30,Casual,2050
2016-03-30,Member,8823
2016-03-31,Casual,1950
2016-03-31,Member,9079
2016-04-01,Casual,2542
2016-04-01,Member,8332
2016-04-02,Casual,3478
2016-04-02,Member,5804
2016-04-03,Casual,1921
2016-04-03,Member,4879
2016-04-04,Casual,971
2016-04-04,Member,6427
2016-04-05,Casual,645
2016-04-05,Member,6867
2016-04-06,Casual,1055
2016-04-06,Member,8013
2016-04-07,Casual,490
2016-04-07,Member,4943
2016-04-08,Casual,1651
2016-04-08,Member,7878
2016-04-09,Casual,795
2016-04-09,Member,3274
2016-04-10,Casual,2507
2016-04-10,Member,4914
2016-04-11,Casual,1479
2016-04-11,Member,7977
2016-04-12,Casual,926
2016-04-12,Member,7657
2016-04-13,Casual,1152
2016-04-13,Member,8979
2016-04-14,Casual,1323
2016-04-14,Member,9200
2016-04-15,Casual,2329
2016-04-15,Member,9066
2016-04-16,Casual,5969
2016-04-16,Member,7536
2016-04-17,Casual,5252
2016-04-17,Member,7115
2016-04-18,Casual,2409
2016-04-18,Member,9473
2016-04-19,Casual,1962
2016-04-19,Member,9965
2016-04-20,Casual,1712
2016-04-20,Member,9938
2016-04-21,Casual,1738
2016-04-21,Member,9709
2016-04-22,Casual,2068
2016-04-22,Member,9025
2016-04-23,Casual,3018
2016-04-23,Member,5469
2016-04-24,Casual,4816
2016-04-24,Member,7132
2016-04-25,Casual,2296
2016-04-25,Member,9398
2016-04-26,Casual,1754
2016-04-26,Member,9964
2016-04-27,Casual,924
2016-04-27,Member,7436
2016-04-28,Casual,353
2016-04-28,Member,4842
2016-04-29,Casual,1055
2016-04-29,Member,7203
2016-04-30,Casual,2845
2016-04-30,Member,5666
2016-05-01,Casual,947
2016-05-01,Member,3429
2016-05-02,Casual,1275
2016-05-02,Member,6864
2016-05-03,Casual,803
2016-05-03,Member,7329
2016-05-04,Casual,1018
2016-05-04,Member,8607
2016-05-05,Casual,893
2016-05-05,Member,7833
2016-05-06,Casual,169
2016-05-06,Member,2933
2016-05-07,Casual,2879
2016-05-07,Member,6346
2016-05-08,Casual,4057
2016-05-08,Member,6746
2016-05-09,Casual,1022
2016-05-09,Member,8142
2016-05-10,Casual,1311
2016-05-10,Member,8931
2016-05-11,Casual,620
2016-05-11,Member,7049
2016-05-12,Casual,1488
2016-05-12,Member,9317
2016-05-13,Casual,1543
2016-05-13,Member,8563
2016-05-14,Casual,3362
2016-05-14,Member,6027
2016-05-15,Casual,2686
2016-05-15,Member,5821
2016-05-16,Casual,2267
2016-05-16,Member,9090
2016-05-17,Casual,293
2016-05-17,Member,5081
2016-05-18,Casual,1162
2016-05-18,Member,9421
2016-05-19,Casual,1940
2016-05-19,Member,9780
2016-05-20,Casual,3238
2016-05-20,Member,10622
2016-05-21,Casual,1059
2016-05-21,Member,3373
2016-05-22,Casual,426
2016-05-22,Member,2425
2016-05-23,Casual,1249
2016-05-23,Member,6799
2016-05-24,Casual,2397
2016-05-24,Member,10838
2016-05-25,Casual,2220
2016-05-25,Member,10566
2016-05-26,Casual,1881
2016-05-26,Member,10307
2016-05-27,Casual,2767
2016-05-27,Member,9372
2016-05-28,Casual,5846
2016-05-28,Member,5714
2016-05-29,Casual,4911
2016-05-29,Member,4158
2016-05-30,Casual,4229
2016-05-30,Member,5701
2016-05-31,Casual,2045
2016-05-31,Member,9533
2016-06-01,Casual,1669
2016-06-01,Member,10686
2016-06-02,Casual,1671
2016-06-02,Member,10695
2016-06-03,Casual,1448
2016-06-03,Member,7069
2016-06-04,Casual,4286
2016-06-04,Member,7705
2016-06-05,Casual,2851
2016-06-05,Member,6527
2016-06-06,Casual,2055
2016-06-06,Member,10413
2016-06-07,Casual,2118
2016-06-07,Member,11153
2016-06-08,Casual,2097
2016-06-08,Member,11489
2016-06-09,Casual,2217
2016-06-09,Member,11206
2016-06-10,Casual,2891
