date_of_trip,Member type,count
2012-03-01,Casual,324
2012-03-01,Member,4611
2012-03-02,Casual,245
2012-03-02,Member,2909
2012-03-03,Casual,955
2012-03-03,Member,3065
2012-03-04,Casual,710
2012-03-04,Member,2668
2012-03-05,Casual,203
2012-03-05,Member,3105
2012-03-06,Casual,220
2012-03-06,Member,3705
2012-03-07,Casual,432
2012-03-07,Member,4442
2012-03-08,Casual,485
2012-03-08,Member,4839
2012-03-09,Casual,447
2012-03-09,Member,4078
2012-03-10,Casual,968
2012-03-10,Member,3104
2012-03-11,Casual,1658
2012-03-11,Member,3207
2012-03-12,Casual,838
2012-03-12,Member,4413
2012-03-13,Casual,762
2012-03-13,Member,5026
2012-03-14,Casual,998
2012-03-14,Member,5252
2012-03-15,Casual,1005
2012-03-15,Member,5124
2012-03-16,Casual,548
2012-03-16,Member,3782
2012-03-17,Casual,3154
2012-03-17,Member,4601
2012-03-18,Casual,2206
2012-03-18,Member,3626
2012-03-19,Casual,982
2012-03-19,Member,5119
2012-03-20,Casual,1051
2012-03-20,Member,4990
2012-03-21,Casual,1120
2012-03-21,Member,5049
2012-03-22,Casual,1334
2012-03-22,Member,5477
2012-03-23,Casual,2468
2012-03-23,Member,5796
2012-03-24,Casual,1033
2012-03-24,Member,2304
2012-03-25,Casual,1532
2012-03-25,Member,3405
2012-03-26,Casual,798
2012-03-26,Member,4713
2012-03-26,Unknown,1
2012-03-27,Casual,531
2012-03-27,Member,4516
2012-03-28,Casual,674
2012-03-28,Member,4965
2012-03-29,Casual,834
2012-03-29,Member,5221
2012-03-30,Casual,791
2012-03-30,Member,4620
2012-03-31,Casual,2299
2012-03-31,Member,3873
2012-04-01,Casual,2347
2012-04-01,Member,3632
2012-04-02,Casual,1209
2012-04-02,Member,4672
2012-04-03,Casual,1348
2012-04-03,Member,5357
2012-04-04,Casual,1059
2012-04-04,Member,5324
2012-04-05,Casual,1192
2012-04-05,Member,5196
2012-04-06,Casual,1808
2012-04-06,Member,4603
2012-04-07,Casual,3255
2012-04-07,Member,3551
2012-04-08,Casual,2232
2012-04-08,Member,2895
2012-04-09,Casual,905
2012-04-09,Member,4639
2012-04-10,Casual,819
2012-04-10,Member,5048
2012-04-11,Casual,482
2012-04-11,Member,4336
2012-04-12,Casual,663
2012-04-12,Member,4689
2012-04-13,Casual,1252
2012-04-13,Member,5080
2012-04-14,Casual,2792
2012-04-14,Member,4575
2012-04-15,Casual,2844
2012-04-15,Member,4211
2012-04-16,Casual,1197
2012-04-16,Member,5106
2012-04-17,Casual,988
2012-04-17,Member,5631
2012-04-18,Casual,347
2012-04-18,Member,3987
2012-04-19,Casual,845
2012-04-19,Member,5641
2012-04-19,Unknown,2
2012-04-20,Casual,1341
2012-04-20,Member,5861
2012-04-20,Unknown,1
2012-04-21,Casual,2540
2012-04-21,Member,4000
2012-04-22,Casual,120
2012-04-22,Member,880
2012-04-23,Casual,194
2012-04-23,Member,2964
2012-04-24,Casual,515
2012-04-24,Member,5049
2012-04-25,Casual,655
2012-04-25,Member,5482
2012-04-26,Casual,475
2012-04-26,Member,4514
2012-04-27,Casual,1013
2012-04-27,Member,5168
2012-04-28,Casual,1120
2012-04-28,Member,3056
2012-04-29,Casual,2230
2012-04-29,Member,4013
2012-04-30,Casual,667
2012-04-30,Member,4861
2012-05-01,Casual,653
2012-05-01,Member,5040
2012-05-02,Casual,667
2012-05-02,Member,5435
2012-05-03,Casual,764
2012-05-03,Member,5594
2012-05-04,Casual,1069
2012-05-04,Member,5145
2012-05-05,Casual,2498
2012-05-05,Member,4324
2012-05-06,Casual,2138
2012-05-06,Member,4152
2012-05-07,Casual,1007
2012-05-07,Member,5202
2012-05-08,Casual,737
2012-05-08,Member,4952
2012-05-09,Casual,620
2012-05-09,Member,4054
2012-05-10,Casual,1027
2012-05-10,Member,5473
2012-05-11,Casual,1317
2012-05-11,Member,5626
2012-05-12,Casual,2623
2012-05-12,Member,4711
2012-05-13,Casual,2171
2012-05-13,Member,3893
2012-05-14,Casual,341
2012-05-14,Member,2478
2012-05-15,Casual,624
2012-05-15,Member,4449
2012-05-16,Casual,990
2012-05-16,Member,6265
2012-05-17,Casual,1241
2012-05-17,Member,6046
2012-05-18,Casual,1521
2012-05-18,Member,6035
2012-05-19,Casual,3408
2012-05-19,Member,4791
2012-05-20,Casual,2702
2012-05-20,Member,4340
2012-05-21,Casual,630
2012-05-21,Member,3687
2012-05-22,Casual,819
2012-05-22,Member,5173
2012-05-23,Casual,765
2012-05-23,Member,4434
2012-05-24,Casual,1058
2012-05-24,Member,5647
2012-05-25,Casual,1417
2012-05-25,Member,5251
2012-05-26,Casual,2854
2012-05-26,Member,3617
2012-05-27,Casual,3284
2012-05-27,Member,3251
2012-05-28,Casual,2558
2012-05-28,Member,3433
2012-05-29,Casual,878
2012-05-29,Member,4808
2012-05-30,Casual,745
2012-05-30,Member,6024
2012-05-31,Casual,1098
2012-05-31,Member,6164
2012-06-01,Casual,530
2012-06-01,Member,3548
2012-06-02,Casual,2793
2012-06-02,Member,5232
2012-06-03,Casual,2494
2012-06-03,Member,5055
2012-06-04,Casual,1070
2012-06-04,Member,5835
2012-06-05,Casual,967
2012-06-05,Member,5974
2012-06-06,Casual,1026
2012-06-06,Member,5956
2012-06-07,Casual,1038
2012-06-07,Member,6372
2012-06-08,Casual,1487
2012-06-08,Member,6168
2012-06-09,Casual,2706
2012-06-09,Member,4715
2012-06-10,Casual,2223
2012-06-10,Member,4309
2012-06-11,Casual,1013
2012-06-11,Member,5577
2012-06-12,Casual,477
2012-06-12,Member,4439
2012-06-13,Casual,1171
2012-06-13,Member,6182
2012-06-14,Casual,1178
2012-06-14,Member,6121
2012-06-15,Casual,1563
2012-06-15,Member,6018
2012-06-16,Casual,2962
2012-06-16,Member,4668
2012-06-17,Casual,2636
2012-06-17,Member,4270
2012-06-18,Casual,650
2012-06-18,Member,4401
2012-06-19,Casual,966
2012-06-19,Member,5790
2012-06-20,Casual,869
2012-06-20,Member,5268
2012-06-20,Unknown,1
2012-06-21,Casual,775
2012-06-21,Member,5050
2012-06-22,Casual,961
2012-06-22,Member,4798
2012-06-23,Casual,2653
2012-06-23,Member,4720
2012-06-24,Casual,2552
2012-06-24,Member,4271
2012-06-25,Casual,1138
2012-06-25,Member,5568
2012-06-26,Casual,1077
2012-06-26,Member,6285
2012-06-27,Casual,1077
2012-06-27,Member,6176
2012-06-28,Casual,921
2012-06-28,Member,5877
2012-06-29,Casual,829
2012-06-29,Member,4566
2012-06-30,Casual,1454
2012-06-30,Member,4170
2012-07-01,Casual,1422
2012-07-01,Member,4032
2012-07-02,Casual,903
2012-07-02,Member,5255
2012-07-03,Casual,1051
2012-07-03,Member,5531
2012-07-04,Casual,2561
2012-07-04,Member,4753
2012-07-05,Casual,1404
2012-07-05,Member,4795
2012-07-06,Casual,1366
2012-07-06,Member,4774
2012-07-07,Casual,1447
2012-07-07,Member,3342
2012-07-08,Casual,1202
2012-07-08,Member,3412
2012-07-09,Casual,998
2012-07-09,Member,5512
2012-07-10,Casual,954
2012-07-10,Member,5286
2012-07-11,Casual,975
2012-07-11,Member,6217
2012-07-12,Casual,1032
2012-07-12,Member,6343
2012-07-13,Casual,1511
2012-07-13,Member,5912
2012-07-13,Unknown,1
2012-07-14,Casual,2355
2012-07-14,Member,4536
2012-07-15,Casual,1921
2012-07-15,Member,4031
2012-07-16,Casual,1089
2012-07-16,Member,5678
2012-07-17,Casual,921
2012-07-17,Member,5796
2012-07-18,Casual,799
2012-07-18,Member,4868
2012-07-19,Casual,887
2012-07-19,Member,5659
2012-07-20,Casual,747
2012-07-20,Member,5071
2012-07-21,Casual,1264
2012-07-21,Member,3152
2012-07-22,Casual,2544
2012-07-22,Member,4794
2012-07-23,Casual,1135
2012-07-23,Member,5750
2012-07-24,Casual,1140
2012-07-24,Member,6388
2012-07-25,Casual,1383
2012-07-25,Member,6708
2012-07-26,Casual,1036
2012-07-26,Member,5771
2012-07-27,Casual,1259
2012-07-27,Member,5581
2012-07-28,Casual,2234
2012-07-28,Member,4374
2012-07-29,Casual,2153
2012-07-29,Member,4371
2012-07-30,Casual,1038
2012-07-30,Member,5996
2012-07-31,Casual,968
2012-07-31,Member,6169
2012-07-31,Unknown,3
2012-08-01,Casual,1074
2012-08-01,Member,6437
2012-08-02,Casual,983
2012-08-02,Member,6180
2012-08-03,Casual,1327
2012-08-03,Member,5762
2012-08-04,Casual,2345
2012-08-04,Member,4392
2012-08-05,Casual,1707
2012-08-05,Member,3688
2012-08-06,Casual,1233
2012-08-06,Member,5676
2012-08-07,Casual,1277
2012-08-07,Member,5924
2012-08-08,Casual,1260
2012-08-08,Member,6176
2012-08-09,Casual,1196
2012-08-09,Member,5993
2012-08-10,Casual,1065
2012-08-10,Member,4653
2012-08-11,Casual,2247
2012-08-11,Member,3985
2012-08-12,Casual,2182
2012-08-12,Member,4277
2012-08-13,Casual,1207
2012-08-13,Member,5592
2012-08-14,Casual,1128
2012-08-14,Member,5562
2012-08-15,Casual,1198
2012-08-15,Member,6065
2012-08-16,Casual,1338
2012-08-16,Member,6186
2012-08-17,Casual,1483
2012-08-17,Member,5603
2012-08-18,Casual,2827
2012-08-18,Member,4946
2012-08-19,Casual,1208
2012-08-19,Member,3287
2012-08-20,Casual,1026
2012-08-20,Member,5453
2012-08-21,Casual,1081
2012-08-21,Member,5860
2012-08-22,Casual,1094
2012-08-22,Member,6211
2012-08-23,Casual,1362
2012-08-23,Member,6330
2012-08-24,Casual,1324
2012-08-24,Member,6189
2012-08-25,Casual,1829
2012-08-25,Member,4143
2012-08-26,Casual,1483
2012-08-26,Member,3696
2012-08-27,Casual,989
2012-08-27,Member,5826
2012-08-28,Casual,935
2012-08-28,Member,6048
2012-08-29,Casual,1177
2012-08-29,Member,6459
2012-08-30,Casual,1172
2012-08-30,Member,6461
2012-08-31,Casual,1433
2012-08-31,Member,5843
2012-09-01,Casual,2350
2012-09-01,Member,3731
2012-09-02,Casual,2612
2012-09-02,Member,3137
2012-09-03,Casual,1965
2012-09-03,Member,3992
2012-09-04,Casual,867
2012-09-04,Member,5920
2012-09-05,Casual,832
2012-09-05,Member,6222
2012-09-06,Casual,611
2012-09-06,Member,5524
2012-09-07,Casual,1044
2012-09-07,Member,6366
2012-09-08,Casual,1558
2012-09-08,Member,4348
2012-09-09,Casual,2570
2012-09-09,Member,5549
2012-09-10,Casual,1118
2012-09-10,Member,6319
2012-09-11,Casual,1069
2012-09-11,Member,6626
2012-09-12,Casual,1050
2012-09-12,Member,6750
2012-09-13,Casual,1054
2012-09-13,Member,6688
2012-09-14,Casual,1379
2012-09-14,Member,6543
2012-09-15,Casual,3161
2012-09-15,Member,5462
2012-09-16,Casual,2166
2012-09-16,Member,5085
2012-09-17,Casual,1022
2012-09-17,Member,5753
2012-09-18,Casual,371
2012-09-18,Member,3658
2012-09-19,Casual,787
2012-09-19,Member,6731
2012-09-20,Casual,939
2012-09-20,Member,6720
2012-09-21,Casual,1250
2012-09-21,Member,6826
2012-09-22,Casual,2511
2012-09-22,Member,5805
2012-09-23,Casual,2454
2012-09-23,Member,5372
2012-09-24,Casual,1001
2012-09-24,Member,6339
2012-09-25,Casual,845
2012-09-25,Member,6622
2012-09-26,Casual,787
2012-09-26,Member,6874
2012-09-27,Casual,751
2012-09-27,Member,6560
2012-09-28,Casual,1045
2012-09-28,Member,6291
2012-09-29,Casual,2589
2012-09-29,Member,5881
2012-09-30,Casual,2015
2012-09-30,Member,4797
2012-10-01,Casual,763
2012-10-01,Member,5936
2012-10-02,Casual,315
2012-10-02,Member,4272
2012-10-02,Unknown,1
2012-10-03,Casual,727
2012-10-03,Member,6769
2012-10-04,Casual,891
2012-10-04,Member,6384
2012-10-05,Casual,1516
2012-10-05,Member,6547
2012-10-06,Casual,3030
2012-10-06,Member,4859
2012-10-07,Casual,780
2012-10-07,Member,2683
2012-10-08,Casual,874
2012-10-08,Member,4548
2012-10-09,Casual,601
2012-10-09,Member,5736
2012-10-10,Casual,780
2012-10-10,Member,6832
2012-10-11,Casual,833
2012-10-11,Member,6676
2012-10-12,Casual,1059
2012-10-12,Member,6148
2012-10-13,Casual,2252
2012-10-13,Member,4788
2012-10-14,Casual,2078
2012-10-14,Member,4481
2012-10-15,Casual,760
2012-10-15,Member,5066
2012-10-16,Casual,921
2012-10-16,Member,6540
2012-10-17,Casual,979
2012-10-17,Member,6420
2012-10-18,Casual,1008
2012-10-18,Member,6436
2012-10-19,Casual,753
2012-10-19,Member,4605
2012-10-20,Casual,2804
2012-10-20,Member,5214
2012-10-20,Unknown,1
2012-10-21,Casual,2131
2012-10-21,Member,4628
2012-10-22,Casual,830
2012-10-22,Member,6166
2012-10-23,Casual,839
2012-10-23,Member,6558
2012-10-24,Casual,795
2012-10-24,Member,6835
2012-10-25,Casual,874
2012-10-25,Member,6423
2012-10-26,Casual,1181
2012-10-26,Member,6185
2012-10-27,Casual,2641
2012-10-27,Member,5128
2012-10-28,Casual,998
2012-10-28,Member,3411
2012-10-29,Casual,2
2012-10-29,Member,19
2012-10-30,Casual,87
2012-10-30,Member,993
2012-10-31,Casual,419
2012-10-31,Member,5092
2012-11-01,Casual,464
2012-11-01,Member,5468
2012-11-02,Casual,617
2012-11-02,Member,5178
2012-11-03,Casual,1029
2012-11-03,Member,4058
2012-11-04,Casual,1201
2012-11-04,Member,3858
2012-11-04,Unknown,1
2012-11-05,Casual,378
2012-11-05,Member,4829
2012-11-05,Unknown,2
2012-11-06,Casual,466
2012-11-06,Member,5173
2012-11-07,Casual,326
2012-11-07,Member,4668
2012-11-08,Casual,340
2012-11-08,Member,4934
2012-11-09,Casual,709
2012-11-09,Member,5237
2012-11-10,Casual,2088
2012-11-10,Member,4390
2012-11-11,Casual,2290
2012-11-11,Member,4487
2012-11-11,Unknown,1
2012-11-12,Casual,1098
2012-11-12,Member,5120
2012-11-13,Casual,327
2012-11-13,Member,3733
2012-11-14,Casual,373
2012-11-14,Member,5064
2012-11-15,Casual,320
2012-11-15,Member,5074
2012-11-16,Casual,484
2012-11-16,Member,5158
2012-11-17,Casual,1313
2012-11-17,Member,4269
2012-11-18,Casual,922
2012-11-18,Member,3715
2012-11-19,Casual,449
2012-11-19,Member,5004
2012-11-20,Casual,534
2012-11-20,Member,5049
2012-11-21,Casual,615
2012-11-21,Member,4486
2012-11-22,Casual,954
2012-11-22,Member,1439
2012-11-23,Casual,1602
2012-11-23,Member,2262
2012-11-24,Casual,532
2012-11-24,Member,1727
2012-11-25,Casual,309
2012-11-25,Member,2093
2012-11-26,Casual,337
2012-11-26,Member,4703
2012-11-27,Casual,123
2012-11-27,Member,3807
2012-11-28,Casual,198
2012-11-28,Member,5047
2012-11-29,Casual,243
2012-11-29,Member,5036
2012-11-30,Casual,362
2012-11-30,Member,5255
2012-12-01,Casual,949
2012-12-01,Member,4187
2012-12-02,Casual,890
2012-12-02,Member,3710
2012-12-02,Unknown,1
2012-12-03,Casual,555
2012-12-03,Member,5628
2012-12-04,Casual,551
2012-12-04,Member,6011
2012-12-05,Casual,331
2012-12-05,Member,5334
2012-12-06,Casual,340
2012-12-06,Member,5005
2012-12-07,Casual,349
2012-12-07,Member,4613
2012-12-08,Casual,1154
2012-12-08,Member,4372
2012-12-09,Casual,441
2012-12-09,Member,2757
2012-12-10,Casual,329
2012-12-10,Member,4798
2012-12-11,Casual,282
2012-12-11,Member,5174
2012-12-12,Casual,309
2012-12-12,Member,4970
2012-12-13,Casual,425
2012-12-13,Member,5057
2012-12-14,Casual,429
2012-12-14,Member,5132
2012-12-15,Casual,766
2012-12-15,Member,4215
2012-12-16,Casual,538
2012-12-16,Member,3205
2012-12-17,Casual,212
2012-12-17,Member,4338
2012-12-18,Casual,433
2012-12-18,Member,5080
2012-12-19,Casual,333
2012-12-19,Member,4901
2012-12-20,Casual,314
2012-12-20,Member,3783
2012-12-21,Casual,221
2012-12-21,Member,3363
2012-12-22,Casual,205
2012-12-22,Member,1528
2012-12-23,Casual,408
2012-12-23,Member,1359
2012-12-24,Casual,174
2012-12-24,Member,735
2012-12-25,Casual,440
2012-12-25,Member,564
2012-12-26,Casual,9
2012-12-26,Member,426
2012-12-27,Casual,247
2012-12-27,Member,1849
2012-12-28,Casual,644
2012-12-28,Member,2424
2012-12-29,Casual,158
2012-12-29,Member,1170
2012-12-30,Casual,364
2012-12-30,Member,1416
2012-12-31,Casual,439
2012-12-31,Member,2272
2013-01-01,Casual,421
2013-01-01,Member,1543
2013-01-02,Casual,284
2013-01-02,Member,3389
2013-01-03,Casual,297
2013-01-03,Member,3547
2013-01-04,Casual,297
2013-01-04,Member,3781
2013-01-05,Casual,509
2013-01-05,Member,3007
2013-01-05,Unknown,1
2013-01-06,Casual,585
2013-01-06,Member,3166
2013-01-07,Casual,332
2013-01-07,Member,4409
2013-01-08,Casual,442
2013-01-08,Member,4832
2013-01-09,Casual,356
2013-01-09,Member,4754
2013-01-10,Casual,359
2013-01-10,Member,5023
2013-01-11,Casual,254
2013-01-11,Member,3840
2013-01-12,Casual,1239
2013-01-12,Member,4334
2013-01-13,Casual,834
2013-01-13,Member,3280
2013-01-14,Casual,444
2013-01-14,Member,4579
2013-01-15,Casual,224
2013-01-15,Member,2673
2013-01-16,Casual,197
2013-01-16,Member,3280
2013-01-17,Casual,361
2013-01-17,Member,4408
2013-01-18,Casual,340
2013-01-18,Member,4132
2013-01-19,Casual,1199
2013-01-19,Member,3719
2013-01-20,Casual,1656
2013-01-20,Member,4043
2013-01-21,Casual,1026
2013-01-21,Member,3500
2013-01-21,Unknown,1
2013-01-22,Casual,89
2013-01-22,Member,2842
2013-01-23,Casual,69
2013-01-23,Member,3115
2013-01-24,Casual,20
2013-01-24,Member,2405
2013-01-25,Casual,44
2013-01-25,Member,2310
2013-01-26,Casual,179
2013-01-26,Member,2560
2013-01-27,Casual,263
2013-01-27,Member,2726
2013-01-28,Casual,65
2013-01-28,Member,2647
2013-01-29,Casual,321
2013-01-29,Member,5470
2013-01-30,Casual,182
2013-01-30,Member,4460
2013-01-31,Casual,120
2013-01-31,Member,4205
2013-02-01,Casual,84
2013-02-01,Member,3077
2013-02-02,Casual,233
2013-02-02,Member,2217
2013-02-03,Casual,185
2013-02-03,Member,2370
2013-02-04,Casual,122
2013-02-04,Member,3797
2013-02-05,Casual,151
2013-02-05,Member,4427
2013-02-06,Casual,179
2013-02-06,Member,4692
2013-02-07,Casual,175
2013-02-07,Member,4263
2013-02-08,Casual,146
2013-02-08,Member,3205
2013-02-09,Casual,424
2013-02-09,Member,3004
2013-02-10,Casual,501
2013-02-10,Member,3075
2013-02-11,Casual,151
2013-02-11,Member,4071
2013-02-12,Casual,281
2013-02-12,Member,5342
2013-02-13,Casual,171
2013-02-13,Member,3362
2013-02-14,Casual,355
2013-02-14,Member,4762
2013-02-15,Casual,683
2013-02-15,Member,4632
2013-02-16,Casual,679
2013-02-16,Member,2526
2013-02-17,Casual,483
2013-02-17,Member,2004
2013-02-18,Casual,534
2013-02-18,Member,2786
2013-02-19,Casual,163
2013-02-19,Member,3769
2013-02-20,Casual,190
2013-02-20,Member,4162
2013-02-21,Casual,187
2013-02-21,Member,3922
2013-02-22,Casual,123
2013-02-22,Member,3403
2013-02-23,Casual,211
2013-02-23,Member,2336
2013-02-24,Casual,846
2013-02-24,Member,3479
2013-02-25,Casual,331
2013-02-25,Member,4617
2013-02-26,Casual,149
2013-02-26,Member,2593
2013-02-27,Casual,363
2013-02-27,Member,5025
2013-02-28,Casual,296
2013-02-28,Member,4788
2013-03-01,Casual,329
2013-03-01,Member,4557
2013-03-02,Casual,674
2013-03-02,Member,3033
2013-03-03,Casual,475
2013-03-03,Member,2573
2013-03-04,Casual,311
2013-03-04,Member,4101
2013-03-05,Casual,444
2013-03-05,Member,4737
2013-03-06,Casual,79
2013-03-06,Member,1046
2013-03-07,Casual,315
2013-03-07,Member,4691
2013-03-08,Casual,410
2013-03-08,Member,4425
2013-03-09,Casual,2168
2013-03-09,Member,4600
2013-03-10,Casual,2328
2013-03-10,Member,4436
2013-03-11,Casual,1026
2013-03-11,Member,5013
2013-03-12,Casual,449
2013-03-12,Member,3796
2013-03-13,Casual,625
2013-03-13,Member,5068
2013-03-14,Casual,440
2013-03-14,Member,4386
2013-03-15,Casual,1201
2013-03-15,Member,5129
2013-03-16,Casual,1811
2013-03-16,Member,4357
2013-03-17,Casual,982
2013-03-17,Member,2960
2013-03-18,Casual,248
2013-03-18,Member,2499
2013-03-19,Casual,674
2013-03-19,Member,5268
2013-03-20,Casual,556
2013-03-20,Member,5250
2013-03-21,Casual,308
2013-03-21,Member,4200
2013-03-22,Casual,682
2013-03-22,Member,4725
2013-03-23,Casual,2473
2013-03-23,Member,4006
2013-03-24,Casual,1109
2013-03-24,Member,2748
2013-03-25,Casual,84
2013-03-25,Member,1828
2013-03-26,Casual,647
2013-03-26,Member,4936
2013-03-27,Casual,646
2013-03-27,Member,5154
2013-03-28,Casual,699
2013-03-28,Member,4884
2013-03-29,Casual,1968
2013-03-29,Member,5416
2013-03-30,Casual,5006
2013-03-30,Member,4592
2013-03-31,Casual,1401
2013-03-31,Member,2384
2013-04-01,Casual,1303
2013-04-01,Member,5065
2013-04-02,Casual,738
2013-04-02,Member,5164
2013-04-03,Casual,929
2013-04-03,Member,5297
2013-04-04,Casual,904
2013-04-04,Member,4925
2013-04-05,Casual,1559
2013-04-05,Member,6030
2013-04-06,Casual,4099
2013-04-06,Member,5172
2013-04-07,Casual,4428
2013-04-07,Member,5334
2013-04-08,Casual,1949
2013-04-08,Member,6517
2013-04-09,Casual,2138
2013-04-09,Member,7612
2013-04-10,Casual,1965
2013-04-10,Member,7588
2013-04-11,Casual,1886
2013-04-11,Member,7205
2013-04-12,Casual,1173
2013-04-12,Member,4824
2013-04-13,Casual,5375
2013-04-13,Member,5892
2013-04-14,Casual,4370
2013-04-14,Member,5234
2013-04-15,Casual,1289
2013-04-15,Member,5619
2013-04-16,Casual,1519
2013-04-16,Member,6728
2013-04-17,Casual,1363
2013-04-17,Member,7114
2013-04-18,Casual,1192
2013-04-18,Member,6494
2013-04-19,Casual,1082
2013-04-19,Member,5036
2013-04-20,Casual,3411
2013-04-20,Member,5382
2013-04-21,Casual,2510
2013-04-21,Member,4820
2013-04-22,Casual,779
2013-04-22,Member,5958
2013-04-23,Casual,946
2013-04-23,Member,6488
2013-04-24,Casual,1306
2013-04-24,Member,7154
2013-04-25,Casual,1350
2013-04-25,Member,6912
2013-04-26,Casual,1844
2013-04-26,Member,7152
2013-04-27,Casual,4947
2013-04-27,Member,5873
2013-04-28,Casual,3335
2013-04-28,Member,4516
2013-04-29,Casual,480
2013-04-29,Member,3809
2013-04-30,Casual,604
2013-04-30,Member,4755
2013-05-01,Casual,1197
2013-05-01,Member,7410
2013-05-01,Unknown,1
2013-05-02,Casual,1323
2013-05-02,Member,7167
2013-05-03,Casual,1774
2013-05-03,Member,6881
2013-05-04,Casual,3650
2013-05-04,Member,5822
2013-05-05,Casual,2931
2013-05-05,Member,5055
2013-05-06,Casual,1065
2013-05-06,Member,5440
2013-05-06,Unknown,1
2013-05-07,Casual,344
2013-05-07,Member,4075
2013-05-08,Casual,821
2013-05-08,Member,5765
2013-05-09,Casual,1122
2013-05-09,Member,6671
2013-05-10,Casual,1979
2013-05-10,Member,6891
2013-05-11,Casual,2099
2013-05-11,Member,4356
2013-05-12,Casual,3084
2013-05-12,Member,4926
2013-05-13,Casual,1064
2013-05-13,Member,6317
2013-05-14,Casual,1264
2013-05-14,Member,6797
2013-05-15,Casual,1321
2013-05-15,Member,7435
2013-05-16,Casual,1522
2013-05-16,Member,7373
2013-05-17,Casual,2544
2013-05-17,Member,7503
2013-05-18,Casual,1925
2013-05-18,Member,4408
2013-05-19,Casual,2077
2013-05-19,Member,4597
2013-05-20,Casual,1624
2013-05-20,Member,6759
2013-05-21,Casual,1648
2013-05-21,Member,7394
2013-05-22,Casual,1401
2013-05-22,Member,7494
2013-05-23,Casual,1288
2013-05-23,Member,6763
2013-05-24,Casual,1004
2013-05-24,Member,5623
2013-05-25,Casual,3621
2013-05-25,Member,4323
2013-05-26,Casual,5652
2013-05-26,Member,4236
2013-05-27,Casual,4452
2013-05-27,Member,4514
2013-05-28,Casual,1587
2013-05-28,Member,5964
2013-05-28,Unknown,1
2013-05-29,Casual,1736
2013-05-29,Member,7539
2013-05-30,Casual,1366
2013-05-30,Member,7374
2013-05-31,Casual,1835
2013-05-31,Member,7267
2013-05-31,Unknown,1
2013-06-01,Casual,3657
2013-06-01,Member,5800
2013-06-02,Casual,2997
2013-06-02,Member,4667
2013-06-03,Casual,1442
2013-06-03,Member,5951
2013-06-04,Casual,1852
2013-06-04,Member,8074
2013-06-05,Casual,1910
2013-06-05,Member,8076
2013-06-06,Casual,1223
2013-06-06,Member,5631
2013-06-07,Casual,242
2013-06-07,Member,2235
2013-06-08,Casual,3572
2013-06-08,Member,6186
2013-06-09,Casual,3433
2013-06-09,Member,5787
2013-06-10,Casual,713
2013-06-10,Member,3655
2013-06-11,Casual,1737
2013-06-11,Member,7456
2013-06-12,Casual,1585
2013-06-12,Member,7595
2013-06-13,Casual,1162
2013-06-13,Member,6097
2013-06-14,Casual,2209
2013-06-14,Member,7574
2013-06-15,Casual,4201
2013-06-15,Member,6245
2013-06-16,Casual,3533
2013-06-16,Member,5177
2013-06-17,Casual,1729
2013-06-17,Member,6884
2013-06-18,Casual,940
2013-06-18,Member,6200
2013-06-19,Casual,1802
2013-06-19,Member,8237
2013-06-20,Casual,1795
2013-06-20,Member,8352
2013-06-21,Casual,2367
2013-06-21,Member,7952
2013-06-21,Unknown,1
2013-06-22,Casual,4401
2013-06-22,Member,6398
2013-06-23,Casual,2404
2013-06-23,Member,4771
2013-06-24,Casual,1470
2013-06-24,Member,6572
2013-06-25,Casual,1559
2013-06-25,Member,7411
2013-06-26,Casual,1312
2013-06-26,Member,7080
2013-06-27,Casual,1302
2013-06-27,Member,7317
2013-06-28,Casual,1060
2013-06-28,Member,5187
2013-06-29,Casual,3973
2013-06-29,Member,6530
2013-06-30,Casual,2405
2013-06-30,Member,4682
2013-07-01,Casual,1372
2013-07-01,Member,6470
2013-07-02,Casual,1284
2013-07-02,Member,6537
2013-07-03,Casual,1603
2013-07-03,Member,6122
2013-07-04,Casual,5222
2013-07-04,Member,5520
2013-07-05,Casual,4785
2013-07-05,Member,5772
2013-07-06,Casual,4295
2013-07-06,Member,4607
2013-07-07,Casual,2490
2013-07-07,Member,4381
2013-07-08,Casual,1323
2013-07-08,Member,6747
2013-07-09,Casual,1197
2013-07-09,Member,7568
2013-07-09,Unknown,2
2013-07-10,Casual,1116
2013-07-10,Member,6997
2013-07-11,Casual,1385
2013-07-11,Member,7485
2013-07-12,Casual,1006
2013-07-12,Member,4719
2013-07-13,Casual,3223
2013-07-13,Member,6055
2013-07-14,Casual,2797
2013-07-14,Member,5593
2013-07-15,Casual,1343
2013-07-15,Member,6690
2013-07-16,Casual,1304
2013-07-16,Member,7098
2013-07-17,Casual,1341
2013-07-17,Member,7292
2013-07-18,Casual,1121
2013-07-18,Member,6704
2013-07-19,Casual,1512
2013-07-19,Member,6466
2013-07-20,Casual,3129
2013-07-20,Member,5494
2013-07-21,Casual,3132
2013-07-21,Member,5332
2013-07-22,Casual,1578
2013-07-22,Member,7100
2013-07-23,Casual,1513
2013-07-23,Member,7721
2013-07-24,Casual,1707
2013-07-24,Member,8053
2013-07-24,Unknown,1
2013-07-25,Casual,1908
2013-07-25,Member,8197
2013-07-26,Casual,2243
2013-07-26,Member,8019
2013-07-27,Casual,3173
2013-07-27,Member,5210
2013-07-28,Casual,2862
2013-07-28,Member,5276
2013-07-28,Unknown,1
2013-07-29,Casual,1915
